ID,学历,身高,购车,月薪,住房,体重,星座,民族,属相,血型,年龄,婚姻,文件名
182275628,本科,160cm,--,5000～10000元,--,--,天秤座,--,鸡,--,25岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
182267213,本科,160cm,--,5000～10000元,--,--,天秤座,--,猪,--,35岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
182255899,本科,165cm,已购车（中档型）,5000～10000元,已购住房,60公斤,白羊座,汉族,虎,O型,32岁,离异,打开页面自动推荐 男 37岁 5k-10k.xlsx
182242871,本科,169cm,--,5000～10000元,--,--,双子座,--,虎,--,32岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
182227002,本科,160cm,--,5000～10000元,--,--,狮子座,--,鸡,--,25岁,离异,打开页面自动推荐 男 37岁 5k-10k.xlsx
182215645,硕士,167cm,--,2000元以下,--,--,天秤座,--,虎,--,32岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
182214656,双学士,167cm,--,5000～10000元,--,--,金牛座,--,鸡,--,37岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
168228838,本科,164cm,暂未购车,5000～10000元,暂未购房,56公斤,水瓶座,汉族,马,A型,27岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
155753080,本科,163cm,暂未购车,5000～10000元,暂未购房,--,水瓶座,汉族,鸡,O型,24岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
31475592,本科,163cm,已购车（经济型）,2000～5000元,与父母同住,--,双子座,汉族,狗,B型,36岁,未婚,打开页面自动推荐 男 37岁 5k-10k.xlsx
183606179,本科,163cm,--,5000～10000元,--,--,天秤座,--,鸡,--,25岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
183546668,本科,170cm,--,5000～10000元,--,--,魔羯座,--,兔,--,30岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
120258854,高中中专及以下,160cm,暂未购车,5000～10000元,与人合租,--,水瓶座,汉族,马,A型,28岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
53333836,本科,160cm,暂未购车,5000～10000元,暂未购房,48公斤,双鱼座,汉族,蛇,A型,29岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
51655141,本科,171cm,--,2000～5000元,--,--,双子座,汉族,兔,A型,31岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
46008497,大专,168cm,--,2000～5000元,--,52公斤,巨蟹座,--,蛇,--,29岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
45124962,本科,162cm,--,5000～10000元,独自租房,--,水瓶座,汉族,龙,B型,30岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
44378873,本科,162cm,暂未购车,5000～10000元,与人合租,55公斤,水瓶座,汉族,兔,O型,31岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
41270528,大专,160cm,暂未购车,5000～10000元,暂未购房,--,天蝎座,藏族,龙,O型,30岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
36892925,本科,160cm,--,2000元以下,--,--,天秤座,--,兔,--,31岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
32008695,硕士,156cm,暂未购车,5000～10000元,与父母同住,47公斤,白羊座,汉族,龙,O型,30岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
28412678,本科,160cm,暂未购车,2000～5000元,与人合租,--,天蝎座,汉族,虎,A型,31岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
183489709,本科,170cm,--,5000～10000元,--,--,双子座,--,蛇,--,29岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
183456425,高中中专及以下,162cm,--,5000～10000元,--,--,天秤座,--,蛇,--,29岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
183451371,本科,170cm,--,5000～10000元,--,--,狮子座,--,兔,--,31岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
183451333,本科,163cm,--,5000～10000元,--,--,双子座,--,龙,--,30岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
183445065,本科,169cm,--,5000～10000元,--,--,射手座,--,蛇,--,28岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
40145567,大专,164cm,暂未购车,5000～10000元,暂未购房,49公斤,天秤座,汉族,龙,保密,30岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
38744983,本科,166cm,暂未购车,2000元以下,与父母同住,--,天蝎座,汉族,虎,O型,32岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
35543709,本科,162cm,暂未购车,10000～20000元,暂未购房,44公斤,魔羯座,汉族,兔,O型,30岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
34758449,本科,165cm,--,2000～5000元,--,--,巨蟹座,--,马,O型,28岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
34086775,大专,160cm,需要时购置,10000～20000元,已购住房,44公斤,双子座,汉族,龙,B型,30岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
31890497,本科,166cm,--,2000～5000元,--,--,白羊座,--,兔,--,31岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
31399546,硕士,163cm,--,2000元以下,--,48公斤,处女座,汉族,龙,B型,30岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
25710033,大专,167cm,暂未购车,2000～5000元,与父母同住,53公斤,天秤座,汉族,兔,B型,31岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
183483699,本科,166cm,--,5000～10000元,--,--,天蝎座,--,龙,--,30岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
183455944,本科,167cm,--,5000～10000元,--,--,白羊座,--,马,--,28岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
183411248,本科,171cm,--,2000～5000元,--,--,天秤座,--,狗,--,24岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
183409629,本科,162cm,--,5000～10000元,--,--,巨蟹座,--,猪,--,23岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
146290370,硕士,170cm,已购车（经济型）,10000～20000元,已购房（有贷款）,56公斤,金牛座,汉族,兔,B型,31岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
31673259,硕士,164cm,--,5000～10000元,暂未购房,--,巨蟹座,汉族,兔,B型,31岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
31553434,大专,172cm,暂未购车,2000～5000元,暂未购房,60公斤,天秤座,汉族,龙,O型,30岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
31492827,本科,165cm,暂未购车,5000～10000元,已购房（有贷款）,50公斤,天蝎座,汉族,羊,O型,27岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
30161250,本科,168cm,--,5000～10000元,--,--,白羊座,汉族,龙,O型,30岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
26672893,大专,167cm,暂未购车,5000～10000元,与父母同住,65公斤,双子座,汉族,兔,A型,31岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
23290597,本科,162cm,暂未购车,2000～5000元,与父母同住,50公斤,天秤座,汉族,虎,O型,32岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
21849038,本科,158cm,暂未购车,2000～5000元,与父母同住,--,射手座,汉族,兔,AB型,30岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
14678290,双学士,158cm,--,5000～10000元,--,48公斤,天秤座,汉族,虎,A型,32岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
183503568,大专,168cm,暂未购车,5000～10000元,与人合租,59公斤,天秤座,汉族,猴,--,26岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
183489047,本科,170cm,--,5000～10000元,--,--,双鱼座,--,龙,--,30岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
183453188,本科,165cm,--,5000～10000元,--,--,天蝎座,--,狗,--,24岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
183451497,本科,164cm,--,5000～10000元,--,--,天蝎座,--,鸡,--,25岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
183408082,本科,162cm,--,5000～10000元,--,--,双子座,--,猪,--,23岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
183401544,本科,170cm,--,2000元以下,--,--,魔羯座,--,狗,--,23岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
183368291,高中中专及以下,168cm,--,5000～10000元,--,--,白羊座,--,蛇,--,29岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
161287506,硕士,158cm,暂未购车,10000～20000元,与父母同住,--,天蝎座,汉族,蛇,O型,29岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
28212719,硕士,160cm,--,2000元以下,--,--,射手座,--,兔,--,30岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
28061385,大专,164cm,暂未购车,5000～10000元,已购住房,42公斤,双子座,汉族,龙,B型,30岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
27908191,本科,167cm,--,2000元以下,--,--,水瓶座,汉族,龙,B型,29岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
26238903,本科,160cm,暂未购车,5000～10000元,已购住房,50公斤,天秤座,汉族,兔,B型,31岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
25394073,本科,160cm,暂未购车,2000～5000元,与父母同住,50公斤,魔羯座,汉族,兔,B型,31岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
22988762,本科,170cm,--,2000元以下,--,--,射手座,汉族,兔,B型,30岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
183370280,本科,164cm,--,5000～10000元,--,--,天秤座,--,马,--,28岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
183369724,高中中专及以下,164cm,--,5000～10000元,--,--,狮子座,--,龙,--,30岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
183365691,大专,162cm,--,5000～10000元,--,--,双子座,--,马,--,28岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
183365654,本科,165cm,--,5000～10000元,--,--,魔羯座,--,鼠,--,21岁,离异,打开页面自动推荐 男 31岁 5k-10k.xlsx
182513242,本科,164cm,暂未购车,5000～10000元,暂未购房,55公斤,天蝎座,汉族,龙,O型,30岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
132028897,本科,166cm,暂未购车,5000～10000元,暂未购房,52公斤,双子座,汉族,马,B型,28岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
90723548,大专,160cm,--,5000～10000元,--,48公斤,天秤座,汉族,兔,B型,31岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
89397884,硕士,163cm,暂未购车,2000～5000元,住单位房,55公斤,双鱼座,汉族,龙,B型,30岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
71566391,本科,167cm,暂未购车,5000～10000元,暂未购房,55公斤,天蝎座,汉族,龙,保密,30岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
55605827,本科,157cm,暂未购车,2000～5000元,与人合租,44公斤,白羊座,汉族,龙,O型,30岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
44375764,大专,163cm,暂未购车,2000～5000元,独自租房,48公斤,处女座,汉族,兔,O型,31岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
41213626,本科,162cm,暂未购车,10000～20000元,暂未购房,--,巨蟹座,--,羊,--,27岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
183413874,本科,170cm,--,5000～10000元,--,--,白羊座,--,马,--,28岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
183408487,本科,170cm,--,5000～10000元,--,--,双鱼座,--,龙,--,30岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
183399149,本科,164cm,--,10000～20000元,--,--,金牛座,--,羊,--,27岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
183365904,本科,166cm,--,5000～10000元,--,--,双子座,--,龙,--,30岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
159592187,本科,165cm,已经购车,2000元以下,已购住房,55公斤,射手座,汉族,羊,O型,26岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
120946061,本科,165cm,暂未购车,5000～10000元,独自租房,45公斤,白羊座,汉族,兔,O型,31岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
106932379,本科,165cm,暂未购车,2000～5000元,暂未购房,51公斤,魔羯座,汉族,龙,AB型,29岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
49890607,本科,170cm,--,10000～20000元,--,50公斤,巨蟹座,汉族,兔,B型,31岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
40502923,本科,163cm,需要时购置,20000～50000元,独自租房,60公斤,射手座,汉族,马,其它,27岁,"离异,无小孩",打开页面自动推荐 男 31岁 5k-10k.xlsx
37892554,本科,160cm,暂未购车,5000～10000元,暂未购房,48公斤,天秤座,汉族,虎,B型,32岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
34698686,本科,158cm,已购车（经济型）,20000～50000元,已购房（无贷款）,48公斤,魔羯座,汉族,龙,O型,29岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
23015977,大专,170cm,暂未购车,5000～10000元,与父母同住,50公斤,双子座,汉族,兔,B型,31岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
183407767,大专,174cm,--,5000～10000元,--,--,双子座,--,猪,--,23岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
183372784,本科,165cm,--,5000～10000元,--,--,天秤座,--,马,--,28岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
183369255,高中中专及以下,163cm,--,5000～10000元,--,--,魔羯座,--,兔,--,30岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
168226724,博士,168cm,暂未购车,5000～10000元,暂未购房,52公斤,狮子座,汉族,兔,O型,31岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
159630205,硕士,170cm,--,5000～10000元,--,55公斤,双鱼座,汉族,羊,--,27岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
93533527,本科,163cm,已购车（经济型）,5000～10000元,与父母同住,48公斤,双子座,汉族,蛇,O型,29岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
91774369,大专,163cm,暂未购车,2000～5000元,暂未购房,49公斤,天蝎座,汉族,羊,B型,27岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
90963608,本科,163cm,暂未购车,5000～10000元,暂未购房,53公斤,水瓶座,汉族,兔,保密,31岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
87172468,本科,160cm,暂未购车,5000～10000元,暂未购房,--,白羊座,汉族,龙,AB型,30岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
84173698,本科,160cm,暂未购车,2000～5000元,暂未购房,49公斤,处女座,汉族,龙,B型,30岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
45527201,高中中专及以下,163cm,暂未购车,2000～5000元,需要时购置,56公斤,天秤座,--,虎,O型,32岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
183351251,硕士,175cm,已经购车,5000～10000元,与父母同住,62公斤,射手座,汉族,马,O型,27岁,"离异,无小孩",打开页面自动推荐 男 31岁 5k-10k.xlsx
183294101,本科,170cm,--,5000～10000元,--,--,双鱼座,--,兔,--,31岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
183229671,本科,170cm,--,5000～10000元,--,--,双鱼座,--,蛇,--,29岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
155847871,硕士,165cm,暂未购车,5000～10000元,暂未购房,47公斤,双鱼座,汉族,龙,B型,30岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
124546342,硕士,163cm,暂未购车,5000～10000元,暂未购房,51公斤,巨蟹座,汉族,兔,B型,31岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
90407337,本科,164cm,需要时购置,5000～10000元,暂未购房,50公斤,白羊座,汉族,鸡,B型,25岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
83954654,大专,162cm,暂未购车,5000～10000元,暂未购房,42公斤,射手座,汉族,羊,O型,26岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
81229642,本科,172cm,已购车（豪华型）,10000～20000元,与父母同住,--,双子座,汉族,狗,--,24岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
53650649,本科,163cm,暂未购车,5000～10000元,暂未购房,48公斤,双子座,汉族,龙,A型,30岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
45058874,硕士,162cm,--,10000～20000元,--,52公斤,处女座,汉族,蛇,O型,29岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
31775945,本科,165cm,暂未购车,2000～5000元,与人合租,49公斤,金牛座,汉族,兔,A型,31岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
29923882,本科,160cm,已经购车,5000～10000元,已购房（无贷款）,48公斤,双鱼座,汉族,羊,其它,27岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
27181275,大专,165cm,暂未购车,10000～20000元,暂未购房,54公斤,巨蟹座,汉族,兔,B型,31岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
183227212,本科,170cm,--,5000～10000元,--,--,白羊座,--,马,--,28岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
183215700,本科,163cm,--,5000～10000元,--,--,天秤座,--,羊,--,27岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
183141998,大专,165cm,--,10000～20000元,暂未购房,--,双鱼座,汉族,兔,O型,31岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
179143801,高中中专及以下,160cm,暂未购车,2000～5000元,独自租房,50公斤,双子座,汉族,猴,AB型,26岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
73774373,本科,165cm,已购车（经济型）,5000～10000元,与父母同住,--,处女座,汉族,兔,A型,31岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
59991470,大专,166cm,暂未购车,10000～20000元,已购房（无贷款）,52公斤,天秤座,汉族,兔,A型,31岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
46207894,高中中专及以下,168cm,暂未购车,5000～10000元,独自租房,57公斤,水瓶座,汉族,兔,A型,31岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
27561964,大专,168cm,已经购车,10000～20000元,住单位房,--,巨蟹座,汉族,龙,O型,30岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
21100863,本科,165cm,暂未购车,10000～20000元,暂未购房,45公斤,天秤座,蒙古族,兔,B型,31岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
19662993,大专,168cm,需要时购置,10000～20000元,暂未购房,45公斤,双鱼座,汉族,蛇,O型,29岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
183296105,本科,170cm,--,5000～10000元,--,--,天秤座,--,虎,--,32岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
183227679,高中中专及以下,160cm,--,5000～10000元,--,--,狮子座,--,龙,--,30岁,离异,打开页面自动推荐 男 31岁 5k-10k.xlsx
183202593,本科,168cm,暂未购车,5000～10000元,与父母同住,53公斤,天蝎座,--,羊,B型,27岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
183182348,本科,170cm,已购车（中档型）,5000～10000元,已购房（无贷款）,46公斤,巨蟹座,汉族,鼠,AB型,22岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
183140571,本科,163cm,暂未购车,5000～10000元,暂未购房,55公斤,魔羯座,汉族,鸡,B型,24岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
148324599,本科,160cm,暂未购车,2000～5000元,暂未购房,--,双子座,汉族,蛇,其它,29岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
145669500,硕士,160cm,暂未购车,5000～10000元,与人合租,50公斤,狮子座,汉族,龙,A型,30岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
131952246,本科,163cm,暂未购车,5000～10000元,与人合租,48公斤,魔羯座,汉族,兔,A型,30岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
126732129,大专,161cm,--,10000～20000元,已购房（有贷款）,--,巨蟹座,--,兔,--,31岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
117178529,大专,155cm,暂未购车,5000～10000元,暂未购房,45公斤,双鱼座,汉族,狗,O型,24岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
55594471,高中中专及以下,162cm,暂未购车,5000～10000元,住单位房,48公斤,双鱼座,汉族,蛇,O型,29岁,"离异,无小孩",打开页面自动推荐 男 31岁 5k-10k.xlsx
54704734,本科,171cm,已经购车,5000～10000元,已购住房,53公斤,射手座,汉族,羊,O型,26岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
49588583,本科,165cm,暂未购车,10000～20000元,已购房（有贷款）,60公斤,处女座,汉族,蛇,O型,29岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
41511026,大专,164cm,暂未购车,5000～10000元,暂未购房,50公斤,天秤座,汉族,虎,B型,32岁,"离异,无小孩",打开页面自动推荐 男 31岁 5k-10k.xlsx
183219546,本科,170cm,--,5000～10000元,--,--,双鱼座,--,马,--,28岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
183152022,本科,170cm,--,5000～10000元,--,--,巨蟹座,--,龙,--,30岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
183147145,本科,162cm,--,2000～5000元,--,--,天蝎座,--,虎,--,32岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
113297649,本科,166cm,暂未购车,2000～5000元,与父母同住,55公斤,双鱼座,汉族,蛇,B型,29岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
86246685,大专,160cm,暂未购车,5000～10000元,独自租房,50公斤,天秤座,汉族,虎,其它,32岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
56551321,本科,163cm,已经购车,5000～10000元,与父母同住,46公斤,天蝎座,汉族,兔,B型,31岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
56141505,硕士,169cm,暂未购车,5000～10000元,与父母同住,60公斤,魔羯座,汉族,马,B型,27岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
54655869,高中中专及以下,168cm,暂未购车,5000～10000元,独自租房,47公斤,狮子座,汉族,羊,B型,27岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
52505225,硕士,163cm,暂未购车,5000～10000元,暂未购房,--,天蝎座,汉族,兔,B型,31岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
44022733,本科,165cm,暂未购车,10000～20000元,暂未购房,51公斤,巨蟹座,汉族,蛇,O型,29岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
43429542,大专,166cm,暂未购车,2000元以下,与父母同住,--,双鱼座,汉族,马,B型,28岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
40287277,大专,160cm,暂未购车,5000～10000元,暂未购房,55公斤,水瓶座,汉族,兔,A型,31岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
27679318,大专,160cm,暂未购车,5000～10000元,独自租房,--,双鱼座,其它民族,羊,O型,27岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
183194813,本科,170cm,已购车（中档型）,10000～20000元,已购房（无贷款）,43公斤,狮子座,--,猴,--,26岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
183135097,大专,169cm,需要时购置,5000～10000元,与父母同住,58公斤,天秤座,汉族,蛇,A型,29岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
80969637,本科,163cm,暂未购车,2000～5000元,与父母同住,48公斤,白羊座,汉族,兔,A型,31岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
78229535,高中中专及以下,171cm,暂未购车,5000～10000元,暂未购房,--,金牛座,汉族,兔,O型,31岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
71760820,本科,160cm,已购车（经济型）,2000～5000元,已购房（无贷款）,45公斤,金牛座,汉族,兔,A型,31岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
49321299,本科,163cm,暂未购车,2000～5000元,暂未购房,48公斤,处女座,汉族,蛇,AB型,29岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
48291187,大专,163cm,暂未购车,5000～10000元,独自租房,50公斤,狮子座,汉族,马,其它,28岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
46197715,本科,160cm,暂未购车,5000～10000元,与人合租,52公斤,魔羯座,满族,兔,保密,30岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
42361188,高中中专及以下,158cm,--,2000～5000元,与父母同住,55公斤,双子座,汉族,马,B型,28岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
42271597,本科,166cm,--,2000元以下,--,--,天蝎座,汉族,虎,O型,31岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
41248573,本科,170cm,暂未购车,5000～10000元,独自租房,85公斤,射手座,汉族,龙,AB型,29岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
33060444,本科,165cm,暂未购车,2000～5000元,与父母同住,--,水瓶座,汉族,兔,--,30岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
25732275,本科,160cm,已购车（经济型）,10000～20000元,独自租房,47公斤,狮子座,汉族,兔,O型,31岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
183051037,本科,170cm,--,5000～10000元,--,--,双鱼座,--,兔,--,31岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
137380362,大专,158cm,暂未购车,5000～10000元,与父母同住,49公斤,金牛座,满族,鸡,O型,25岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
112907414,本科,160cm,--,--,已购住房,44公斤,魔羯座,汉族,马,O型,27岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
104419091,大专,160cm,暂未购车,10000～20000元,暂未购房,45公斤,天蝎座,汉族,龙,B型,30岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
93058513,硕士,160cm,已购车（经济型）,10000～20000元,与父母同住,44公斤,巨蟹座,汉族,龙,A型,30岁,"离异,无小孩",打开页面自动推荐 男 31岁 5k-10k.xlsx
92409823,本科,163cm,暂未购车,5000～10000元,与父母同住,48公斤,天蝎座,汉族,马,B型,28岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
84482714,大专,169cm,暂未购车,5000～10000元,已购住房,60公斤,水瓶座,汉族,马,B型,28岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
71256319,大专,160cm,--,2000～5000元,--,--,天蝎座,其它民族,龙,O型,30岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
69039298,本科,167cm,--,5000～10000元,与父母同住,48公斤,天蝎座,汉族,羊,A型,27岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
60657464,本科,161cm,--,5000～10000元,--,44公斤,天秤座,汉族,马,B型,28岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
57390761,本科,167cm,暂未购车,5000～10000元,独自租房,55公斤,射手座,汉族,兔,B型,30岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
57261516,本科,169cm,已经购车,10000～20000元,需要时购置,54公斤,双子座,汉族,兔,其它,31岁,未婚,打开页面自动推荐 男 31岁 5k-10k.xlsx
